Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDI46,9.5,Low Fat,0.074461,Snack Foods,253.6724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448
FDD11,12.85,Low Fat,0.03079,Starchy Foods,254.904,OUT017,2007,,Tier 2,Supermarket Type1,3036.048
FDA32,14,Low Fat,0.030217,Fruits and Vegetables,216.6192,OUT018,2009,Medium,Tier 3,Supermarket Type2,3020.069
FDW32,18.35,Regular,0.094279,Fruits and Vegetables,86.3882,OUT035,2004,Small,Tier 2,Supermarket Type1,1545.988
FDX22,,Regular,0.040226,Snack Foods,210.9928,OUT019,1985,Small,Tier 1,Grocery Store,210.3928
FDQ47,7.155,Regular,0.168527,Breads,33.6874,OUT045,2002,,Tier 2,Supermarket Type1,1023.335
FDT07,5.82,Regular,0.077304,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.994
NCQ43,17.75,Low Fat,0,Others,108.6912,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.103
FDW07,18,Regular,0.14257,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1,1505.374
FDE35,7.06,Regular,0.043969,Starchy Foods,57.6904,OUT049,1999,Medium,Tier 1,Supermarket Type1,585.904
FDC04,15.6,Low Fat,0.045077,Dairy,241.3854,OUT045,2002,,Tier 2,Supermarket Type1,2900.225
NCW53,,Low Fat,0.030347,Health and Hygiene,192.5162,OUT027,1985,Medium,Tier 3,Supermarket Type3,3078.659
NCG07,12.3,Low Fat,0.052492,Household,191.053,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554
FDQ03,15,Regular,0.078,Meat,238.0248,OUT035,2004,Small,Tier 2,Supermarket Type1,1896.198
FDV46,18.2,Low Fat,0.012597,Snack Foods,141.218,OUT013,1987,High,Tier 3,Supermarket Type1,2936.178
NCM26,20.5,LF,0.023179,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144
DRA59,8.27,Regular,0.128127,Soft Drinks,183.6924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.647
FDW13,,Low Fat,0.097411,Canned,52.7324,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.755
DRF27,8.93,Low Fat,0.028417,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278
FDT12,6.215,Regular,0.049902,Baking Goods,225.8062,OUT017,2007,,Tier 2,Supermarket Type1,3159.887
FDD40,20.25,Regular,0.014823,Dairy,190.7162,OUT045,2002,,Tier 2,Supermarket Type1,1154.497
FDN25,7.895,Regular,0.061425,Breakfast,57.7588,OUT018,2009,Medium,Tier 3,Supermarket Type2,1145.176
FDE33,19.35,Regular,0.049594,Fruits and Vegetables,77.0644,OUT013,1987,High,Tier 3,Supermarket Type1,2278.368
NCL29,9.695,Low Fat,0.113939,Health and Hygiene,160.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.525
NCO30,,Low Fat,0.027532,Household,185.0608,OUT019,1985,Small,Tier 1,Grocery Store,551.2824
FDB16,8.21,Low Fat,0.045017,Dairy,87.6198,OUT045,2002,,Tier 2,Supermarket Type1,1133.857
FDF16,7.3,Low Fat,0.086307,Frozen Foods,146.8076,OUT045,2002,,Tier 2,Supermarket Type1,1330.268
FDL02,20,Regular,0.104083,Canned,107.4622,OUT046,1997,Small,Tier 1,Supermarket Type1,3705.177
FDO13,7.865,Low Fat,0.061155,Breakfast,165.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1151.168
DRG27,,Low Fat,0.184035,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,40.6138
FDX31,20.35,Regular,0.024815,Fruits and Vegetables,234.0958,OUT010,1998,,Tier 3,Grocery Store,467.3916
FDX11,16,Regular,0.106918,Baking Goods,183.5634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4725.848
NCW41,18,Low Fat,0,Health and Hygiene,158.0604,OUT049,1999,Medium,Tier 1,Supermarket Type1,3327.668
FDI52,18.7,Low Fat,0.105105,Frozen Foods,121.7072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1347.579
FDN08,,Regular,0.087937,Fruits and Vegetables,115.9466,OUT027,1985,Medium,Tier 3,Supermarket Type3,4124.631
DRD15,10.6,Low Fat,0.056796,Dairy,232.8642,OUT046,1997,Small,Tier 1,Supermarket Type1,3485.463
DRF01,5.655,LF,0.176071,Soft Drinks,144.0102,OUT017,2007,,Tier 2,Supermarket Type1,1749.722
DRH15,,Low Fat,0.19244,Dairy,43.9428,OUT019,1985,Small,Tier 1,Grocery Store,131.8284
FDX59,10.195,Low Fat,0.051872,Breads,35.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2,237.6906
FDO37,8.06,Low Fat,0.03578,Breakfast,230.2326,OUT010,1998,,Tier 3,Grocery Store,693.0978
FDY56,16.35,Regular,0.104464,Fruits and Vegetables,227.1062,OUT010,1998,,Tier 3,Grocery Store,225.7062
FDR31,6.46,Regular,0.049163,Fruits and Vegetables,146.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1895.533
NCH54,13.5,Low Fat,0.072655,Household,157.792,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8
NCW06,16.2,Low Fat,0.050443,Household,190.8162,OUT045,2002,,Tier 2,Supermarket Type1,2693.827
NCC18,19.1,Low Fat,0.177992,Household,173.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2931.517
DRJ23,,Low Fat,0,Hard Drinks,188.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,3214.482
FDO16,5.48,Low Fat,0.015132,Frozen Foods,83.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825
FDB08,6.055,Low Fat,0.031152,Fruits and Vegetables,158.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.951
NCZ53,9.6,Low Fat,0.024457,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,3203.164
DRJ01,6.135,Low Fat,0.192541,Soft Drinks,160.2236,OUT010,1998,,Tier 3,Grocery Store,322.2472
DRE48,8.43,Low Fat,0.017326,Soft Drinks,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.461
DRA59,8.27,Regular,0.127821,Soft Drinks,185.9924,OUT013,1987,High,Tier 3,Supermarket Type1,555.2772
FDS27,10.195,Regular,0.012478,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,785.644
NCW29,14,Low Fat,0.028981,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,2077.296
DRN35,8.01,Low Fat,0.070357,Hard Drinks,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.0172
FDB09,16.25,Low Fat,0.057396,Fruits and Vegetables,125.8046,OUT046,1997,Small,Tier 1,Supermarket Type1,747.0276
FDV59,13.35,Low Fat,0.048018,Breads,219.6166,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.466
FDD26,,Regular,0.071806,Canned,186.5924,OUT027,1985,Medium,Tier 3,Supermarket Type3,5182.587
FDV55,17.75,Low Fat,0.055073,Fruits and Vegetables,145.1444,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.877
FDH48,13.5,Low Fat,0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756
FDM51,11.8,Regular,0,Meat,102.4674,OUT010,1998,,Tier 3,Grocery Store,203.7348
DRG48,5.78,Low Fat,0.014578,Soft Drinks,147.2102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.533
FDP49,9,Regular,0,Breakfast,55.2614,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614
FDB03,17.75,Regular,0.156832,Dairy,241.0538,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769
FDL10,8.395,Low Fat,0,Snack Foods,98.7042,OUT013,1987,High,Tier 3,Supermarket Type1,892.8378
FDJ32,,Low Fat,0.057512,Fruits and Vegetables,62.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,1592.594
FDD11,12.85,LF,0,Starchy Foods,253.004,OUT018,2009,Medium,Tier 3,Supermarket Type2,3795.06
FDW13,8.5,Low Fat,0.098037,Canned,51.5324,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508
FDA32,14,LF,0,Fruits and Vegetables,216.9192,OUT017,2007,,Tier 2,Supermarket Type1,6471.576
DRQ35,9.3,low fat,0.042377,Hard Drinks,123.7388,OUT045,2002,,Tier 2,Supermarket Type1,1609.904
DRI37,15.85,Low Fat,0.107598,Soft Drinks,58.7904,OUT046,1997,Small,Tier 1,Supermarket Type1,585.904
FDU38,10.8,Low Fat,0.08255,Dairy,193.7504,OUT046,1997,Small,Tier 1,Supermarket Type1,4602.01
FDJ07,7.26,Low Fat,0.024142,Meat,117.415,OUT010,1998,,Tier 3,Grocery Store,466.06
FDT38,18.7,Low Fat,0.057772,Dairy,85.3566,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.8962
FDX02,16,Low Fat,0.057293,Dairy,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808
NCN18,8.895,Low Fat,0.124611,Household,113.1544,OUT013,1987,High,Tier 3,Supermarket Type1,4250.467
FDQ13,11.1,Low Fat,0.010663,Canned,82.3908,OUT045,2002,,Tier 2,Supermarket Type1,1342.253
DRP35,18.85,Low Fat,0.091237,Hard Drinks,128.9336,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336
DRK47,7.905,Low Fat,0.064325,Hard Drinks,230.2694,OUT018,2009,Medium,Tier 3,Supermarket Type2,3197.172
DRI47,14.7,Low Fat,0.02092,Hard Drinks,143.8128,OUT046,1997,Small,Tier 1,Supermarket Type1,3020.069
FDK20,12.6,Regular,0.041642,Fruits and Vegetables,121.1072,OUT045,2002,,Tier 2,Supermarket Type1,980.0576
FDC34,16,Regular,0.173463,Snack Foods,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.147
FDI15,,Low Fat,0.24749,Dairy,263.1884,OUT019,1985,Small,Tier 1,Grocery Store,529.9768
FDG05,,Regular,0.087422,Frozen Foods,154.463,OUT027,1985,Medium,Tier 3,Supermarket Type3,2972.797
FDK34,13.35,Low Fat,0.038745,Snack Foods,239.3564,OUT017,2007,,Tier 2,Supermarket Type1,3098.633
FDX50,20.1,Low Fat,0.124911,Dairy,109.6228,OUT010,1998,,Tier 3,Grocery Store,110.5228
FDP56,8.185,Low Fat,0.046673,Fruits and Vegetables,48.4692,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.2304
NCX54,9.195,Low Fat,0.048135,Household,107.7622,OUT049,1999,Medium,Tier 1,Supermarket Type1,529.311
FDI20,19.1,Low Fat,0.038721,Fruits and Vegetables,210.8586,OUT018,2009,Medium,Tier 3,Supermarket Type2,6331.758
FDH33,12.85,Low Fat,0.122414,Snack Foods,42.9428,OUT017,2007,,Tier 2,Supermarket Type1,703.0848
NCO29,11.15,Low Fat,0.032322,Health and Hygiene,165.6526,OUT045,2002,,Tier 2,Supermarket Type1,1315.621
FDK22,9.8,Low Fat,0.026139,Snack Foods,216.785,OUT045,2002,,Tier 2,Supermarket Type1,1947.465
DRO47,10.195,Low Fat,0,Hard Drinks,114.086,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.976
FDT19,,Regular,0.144338,Fruits and Vegetables,172.108,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7
FDY25,12,Low Fat,0.034167,Canned,181.2976,OUT017,2007,,Tier 2,Supermarket Type1,5070.733
FDS44,,Regular,0.273213,Fruits and Vegetables,240.9538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076
FDJ21,16.7,Regular,0.038588,Snack Foods,144.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.635
FDO40,17.1,LF,0.032628,Frozen Foods,148.7392,OUT046,1997,Small,Tier 1,Supermarket Type1,1640.531
FDL36,,Low Fat,0.133198,Baking Goods,91.083,OUT019,1985,Small,Tier 1,Grocery Store,89.883
FDJ21,16.7,Regular,0.038528,Snack Foods,143.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1749.722
FDD05,19.35,Low Fat,0.016705,Frozen Foods,120.8098,OUT017,2007,,Tier 2,Supermarket Type1,3374.274
FDS10,19.2,Low Fat,0.058893,Snack Foods,178.9318,OUT010,1998,,Tier 3,Grocery Store,180.4318
FDG14,,Regular,0.050256,Canned,150.9024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4857.677
FDN57,18.25,Low Fat,0.054234,Snack Foods,142.0154,OUT046,1997,Small,Tier 1,Supermarket Type1,2269.046
FDS47,16.75,Low Fat,0.129615,Breads,86.1856,OUT017,2007,,Tier 2,Supermarket Type1,1406.17
FDO40,17.1,Low Fat,0.054613,Frozen Foods,150.2392,OUT010,1998,,Tier 3,Grocery Store,596.5568
FDM50,13,Regular,0.03015,Canned,61.422,OUT045,2002,,Tier 2,Supermarket Type1,539.298
FDF44,7.17,Regular,0.059849,Fruits and Vegetables,129.4968,OUT045,2002,,Tier 2,Supermarket Type1,3392.917
FDS21,19.85,reg,0.034942,Snack Foods,61.9194,OUT010,1998,,Tier 3,Grocery Store,123.8388
NCJ06,,Low Fat,0.060672,Household,119.8782,OUT019,1985,Small,Tier 1,Grocery Store,238.3564
FDX49,4.615,Regular,0.102038,Canned,231.93,OUT045,2002,,Tier 2,Supermarket Type1,2563.33
FDU33,7.63,Regular,0.135259,Snack Foods,47.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,918.804
NCN06,8.39,Low Fat,0.120397,Household,163.4868,OUT013,1987,High,Tier 3,Supermarket Type1,4586.03
NCN53,5.175,Low Fat,0.030527,Health and Hygiene,33.5874,OUT017,2007,,Tier 2,Supermarket Type1,635.1732
NCE30,16,Low Fat,0.099054,Household,212.6902,OUT013,1987,High,Tier 3,Supermarket Type1,637.1706
FDN21,,Low Fat,0.134564,Snack Foods,159.8236,OUT019,1985,Small,Tier 1,Grocery Store,322.2472
FDB52,,Low Fat,0.030288,Dairy,256.7672,OUT027,1985,Medium,Tier 3,Supermarket Type3,4346.342
FDA26,,Regular,0.073562,Dairy,217.6482,OUT027,1985,Medium,Tier 3,Supermarket Type3,3285.723
FDD23,9.5,Regular,0.048884,Starchy Foods,185.7898,OUT018,2009,Medium,Tier 3,Supermarket Type2,2619.257
FDH57,10.895,Low Fat,0.035893,Fruits and Vegetables,131.3284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1318.284
FDO15,,Regular,0.014999,Meat,72.4038,OUT019,1985,Small,Tier 1,Grocery Store,221.7114
FDY49,17.2,Regular,0.012012,Canned,163.1184,OUT046,1997,Small,Tier 1,Supermarket Type1,4623.315
FDP20,19.85,Low Fat,0.045855,Fruits and Vegetables,127.102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.028
DRG11,6.385,Low Fat,0.140328,Hard Drinks,109.1596,OUT010,1998,,Tier 3,Grocery Store,107.8596
DRJ59,11.65,Low Fat,0.019402,Hard Drinks,38.7164,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.246
FDP34,12.85,Low Fat,0,Snack Foods,155.463,OUT035,2004,Small,Tier 2,Supermarket Type1,4068.038
FDY04,17.7,Regular,0.042717,Frozen Foods,163.221,OUT017,2007,,Tier 2,Supermarket Type1,1794.331
FDV11,9.1,Regular,0.081795,Breads,173.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,700.4216
FDG20,15.5,Regular,0.125943,Fruits and Vegetables,176.0028,OUT045,2002,,Tier 2,Supermarket Type1,1239.72
NCH55,16.35,Low Fat,0,Household,127.902,OUT017,2007,,Tier 2,Supermarket Type1,2150.534
FDV34,10.695,Regular,0.011472,Snack Foods,75.2038,OUT018,2009,Medium,Tier 3,Supermarket Type2,517.3266
FDT44,16.6,Low Fat,0.103147,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2239.085
FDG35,,Regular,0.012328,Starchy Foods,173.8738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476
FDG08,13.15,Regular,0.166033,Fruits and Vegetables,170.8764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2233.093
FDX52,11.5,Regular,0.04224,Frozen Foods,194.982,OUT017,2007,,Tier 2,Supermarket Type1,3089.312
NCH54,,Low Fat,0.072317,Household,160.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.216
FDU24,,Regular,0.139484,Baking Goods,94.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,2516.724
FDW03,5.63,Regular,0.024537,Meat,106.1306,OUT035,2004,Small,Tier 2,Supermarket Type1,2090.612
FDV01,19.2,Regular,0.085297,Canned,153.4314,OUT018,2009,Medium,Tier 3,Supermarket Type2,1861.577
FDQ39,,Low Fat,0.08065,Meat,189.9846,OUT027,1985,Medium,Tier 3,Supermarket Type3,6114.707
FDA16,6.695,Low Fat,0,Frozen Foods,219.4456,OUT046,1997,Small,Tier 1,Supermarket Type1,3094.638
FDO12,15.75,Low Fat,0.054931,Baking Goods,194.4452,OUT046,1997,Small,Tier 1,Supermarket Type1,5089.375
FDM44,12.5,Low Fat,0.031098,Fruits and Vegetables,103.899,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.781
FDT03,21.25,Low Fat,0.016736,Meat,185.2608,OUT010,1998,,Tier 3,Grocery Store,183.7608
NCQ18,,Low Fat,0.134419,Household,99.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,2596.62
NCL18,18.85,Low Fat,0.168267,Household,195.5136,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.722
NCJ06,20.1,Low Fat,0.034646,Household,120.6782,OUT035,2004,Small,Tier 2,Supermarket Type1,1310.96
NCQ05,11.395,Low Fat,0.02164,Health and Hygiene,150.1708,OUT049,1999,Medium,Tier 1,Supermarket Type1,2708.474
FDS35,9.3,Low Fat,0.111446,Breads,64.6826,OUT045,2002,,Tier 2,Supermarket Type1,1097.904
NCI18,,Low Fat,0.013956,Household,222.3746,OUT027,1985,Medium,Tier 3,Supermarket Type3,5609.365
NCO55,12.8,Low Fat,0.152378,Others,108.1938,OUT010,1998,,Tier 3,Grocery Store,428.7752
FDW24,6.8,Low Fat,0.037466,Baking Goods,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,534.6374
NCS05,,low fat,0.020876,Health and Hygiene,133.7942,OUT027,1985,Medium,Tier 3,Supermarket Type3,1722.425
FDO48,15,Regular,0.026895,Baking Goods,220.3456,OUT045,2002,,Tier 2,Supermarket Type1,1989.41
FDT35,19.85,Regular,0.081916,Breads,167.6816,OUT017,2007,,Tier 2,Supermarket Type1,1845.598
DRN11,7.85,Low Fat,0.163234,Hard Drinks,144.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2467.455
FDY57,20.2,Regular,0.121748,Snack Foods,96.9752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1725.754
DRE27,11.85,Low Fat,0.13294,Dairy,98.0726,OUT045,2002,,Tier 2,Supermarket Type1,1761.707
FDM24,6.135,Regular,0.079327,Baking Goods,152.8366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.595
FDX09,9,LF,0.065195,Snack Foods,177.737,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244
FDY45,17.5,Low Fat,0.026249,Snack Foods,255.1356,OUT018,2009,Medium,Tier 3,Supermarket Type2,3815.034
FDF41,12.15,Low Fat,0.131922,Frozen Foods,246.346,OUT017,2007,,Tier 2,Supermarket Type1,739.038
FDG05,11,Regular,0,Frozen Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,625.852
FDF05,17.5,Low Fat,0.026866,Frozen Foods,261.691,OUT035,2004,Small,Tier 2,Supermarket Type1,4207.856
FDU19,,Regular,0.046545,Fruits and Vegetables,172.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.382
DRH39,,Low Fat,0.092241,Dairy,75.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.144
FDP57,17.5,Low Fat,0.052741,Snack Foods,103.799,OUT017,2007,,Tier 2,Supermarket Type1,1135.189
FDE58,,Low Fat,0,Snack Foods,119.8124,OUT027,1985,Medium,Tier 3,Supermarket Type3,1659.174
DRD15,10.6,Low Fat,0.056749,Dairy,233.6642,OUT013,1987,High,Tier 3,Supermarket Type1,3950.191
FDJ52,7.145,Low Fat,0.017823,Frozen Foods,161.3578,OUT045,2002,,Tier 2,Supermarket Type1,1123.205
FDS01,,Low Fat,0.017659,Canned,175.9686,OUT027,1985,Medium,Tier 3,Supermarket Type3,5866.364
FDZ47,20.7,Regular,0.079296,Baking Goods,97.2042,OUT046,1997,Small,Tier 1,Supermarket Type1,1686.471
FDG35,,reg,0.007007,Starchy Foods,173.5738,OUT027,1985,Medium,Tier 3,Supermarket Type3,1216.417
FDY45,17.5,Low Fat,0.026195,Snack Foods,252.6356,OUT045,2002,,Tier 2,Supermarket Type1,2543.356
FDY04,17.7,Regular,0.042542,Frozen Foods,161.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2120.573
FDY47,8.6,Regular,0.054474,Breads,131.031,OUT035,2004,Small,Tier 2,Supermarket Type1,1038.648
FDE28,9.5,Regular,0,Frozen Foods,228.4668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.236
FDJ27,17.7,Regular,0.122373,Meat,101.5674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.878
FDH58,12.3,low fat,0.037149,Snack Foods,116.8834,OUT017,2007,,Tier 2,Supermarket Type1,2649.218
NCV42,6.26,Low Fat,0.052594,Household,111.0228,OUT010,1998,,Tier 3,Grocery Store,221.0456
NCQ54,17.7,Low Fat,0.012593,Household,167.6474,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.29
FDL44,18.25,Low Fat,0.012325,Fruits and Vegetables,162.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.1576
FDY50,5.8,LF,0.131489,Dairy,89.7172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.91
FDR59,14.5,Regular,0.064225,Breads,262.7594,OUT017,2007,,Tier 2,Supermarket Type1,7064.804
FDH35,18.25,Low Fat,0.060589,Starchy Foods,162.5526,OUT017,2007,,Tier 2,Supermarket Type1,986.7156
FDX08,12.85,Low Fat,0.02265,Fruits and Vegetables,179.3318,OUT045,2002,,Tier 2,Supermarket Type1,1263.023
FDL20,17.1,Low Fat,0.12839,Fruits and Vegetables,111.9886,OUT035,2004,Small,Tier 2,Supermarket Type1,1445.452
FDB27,7.575,Low Fat,0.055476,Dairy,196.8768,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.461
FDA56,9.21,Low Fat,0.008757,Fruits and Vegetables,120.8414,OUT013,1987,High,Tier 3,Supermarket Type1,2071.304
FDV39,11.3,Low Fat,0.007274,Meat,196.6426,OUT013,1987,High,Tier 3,Supermarket Type1,5141.308
FDU38,,LF,0.144534,Dairy,190.6504,OUT019,1985,Small,Tier 1,Grocery Store,575.2512
FDT55,13.6,Regular,0.043744,Fruits and Vegetables,157.7946,OUT045,2002,,Tier 2,Supermarket Type1,1104.562
FDS24,20.85,Regular,0.062478,Baking Goods,87.2514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.374
FDS15,9.195,Regular,0.078061,Meat,106.3596,OUT046,1997,Small,Tier 1,Supermarket Type1,2912.209
FDF05,,Low Fat,0.026741,Frozen Foods,261.291,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811
DRP47,15.75,Low Fat,0.140822,Hard Drinks,252.9382,OUT049,1999,Medium,Tier 1,Supermarket Type1,2775.72
FDA25,16.5,Regular,0.068403,Canned,101.999,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194
FDA19,,Low Fat,0,Fruits and Vegetables,126.6994,OUT019,1985,Small,Tier 1,Grocery Store,256.9988
NCM26,20.5,LF,0.023124,Others,154.634,OUT013,1987,High,Tier 3,Supermarket Type1,2297.01
FDS46,17.6,Regular,0.04745,Snack Foods,118.1782,OUT018,2009,Medium,Tier 3,Supermarket Type2,2621.92
DRH15,8.775,Low Fat,0.110359,Dairy,42.7428,OUT018,2009,Medium,Tier 3,Supermarket Type2,790.9704
NCR05,10.1,Low Fat,0.054621,Health and Hygiene,197.5084,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.126
NCY17,18.2,Low Fat,0,Health and Hygiene,44.1086,OUT045,2002,,Tier 2,Supermarket Type1,1115.215
FDZ01,8.975,Regular,0.009051,Canned,103.099,OUT013,1987,High,Tier 3,Supermarket Type1,309.597
FDP31,,Regular,0.160723,Fruits and Vegetables,65.7168,OUT027,1985,Medium,Tier 3,Supermarket Type3,2237.088
FDE57,9.6,Low Fat,0.036255,Fruits and Vegetables,141.0154,OUT013,1987,High,Tier 3,Supermarket Type1,2694.493
FDZ44,8.185,Low Fat,0.064825,Fruits and Vegetables,116.0808,OUT010,1998,,Tier 3,Grocery Store,234.3616
NCP53,14.75,Low Fat,0.033024,Health and Hygiene,236.6906,OUT018,2009,Medium,Tier 3,Supermarket Type2,3089.978
NCA06,20.5,Low Fat,0.143574,Household,37.219,OUT045,2002,,Tier 2,Supermarket Type1,476.047
FDP22,14.65,Regular,0.099333,Snack Foods,51.3666,OUT045,2002,,Tier 2,Supermarket Type1,1076.599
FDW37,19.2,Low Fat,0.124752,Canned,90.9488,OUT017,2007,,Tier 2,Supermarket Type1,633.8416
NCS30,5.945,Low Fat,0.093171,Household,127.3652,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.982
FDB40,17.5,Regular,0.007538,Dairy,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1,4082.686
FDC51,10.895,Regular,0.009676,Dairy,122.873,OUT017,2007,,Tier 2,Supermarket Type1,3448.844
FDC11,20.5,LF,0.141793,Starchy Foods,89.7172,OUT046,1997,Small,Tier 1,Supermarket Type1,1159.824
FDC59,,Regular,0.054364,Starchy Foods,63.8168,OUT027,1985,Medium,Tier 3,Supermarket Type3,958.752
FDE14,13.65,Regular,0.031573,Canned,99.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,299.61
NCT41,15.7,LF,0.055944,Health and Hygiene,150.6024,OUT013,1987,High,Tier 3,Supermarket Type1,2428.838
FDP52,18.7,Regular,0,Frozen Foods,229.201,OUT035,2004,Small,Tier 2,Supermarket Type1,3215.814
DRA24,19.35,Regular,0.066832,Soft Drinks,163.8868,OUT010,1998,,Tier 3,Grocery Store,327.5736
FDC40,16,Regular,0.065165,Dairy,79.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846
NCA42,6.965,Low Fat,0,Household,159.4604,OUT013,1987,High,Tier 3,Supermarket Type1,3169.208
FDT27,11.395,Regular,0.069728,Meat,233.9616,OUT045,2002,,Tier 2,Supermarket Type1,1406.17
NCW54,7.5,Low Fat,0.096609,Household,56.9588,OUT045,2002,,Tier 2,Supermarket Type1,744.3644
DRB13,6.115,Regular,0.007038,Soft Drinks,189.253,OUT013,1987,High,Tier 3,Supermarket Type1,3605.307
FDY02,,Regular,0.153457,Dairy,264.091,OUT019,1985,Small,Tier 1,Grocery Store,262.991
FDS59,14.8,Regular,0.043982,Breads,110.657,OUT045,2002,,Tier 2,Supermarket Type1,2966.139
FDR49,8.71,Low Fat,0.139202,Canned,46.1376,OUT035,2004,Small,Tier 2,Supermarket Type1,383.5008
FDY40,15.5,Regular,0.086185,Frozen Foods,50.9692,OUT018,2009,Medium,Tier 3,Supermarket Type2,394.1536
FDL48,19.35,Regular,0.082251,Baking Goods,48.7034,OUT035,2004,Small,Tier 2,Supermarket Type1,534.6374
